ticket_id,customer_id,issue_type,priority,status,created_date
1754,382,Login Issue,Medium,Pending,2026-04-27
1755,67,Bug Report,Low,Pending,2025-12-03
1756,155,Bug Report,High,Resolved,2026-04-23
1757,321,Bug Report,Low,Pending,2025-05-01
1758,324,Bug Report,High,Open,2026-02-12
1759,377,Billing,Medium,Pending,2025-07-01
1760,406,Feature Request,Low,Open,2025-07-04
1761,2,Billing,Low,Pending,2024-11-10
1762,439,Billing,Low,Resolved,2026-02-13
1763,437,Login Issue,High,Open,2024-11-26
1764,249,Account Access,High,Open,2025-07-01
1765,29,Billing,Medium,Open,2024-07-16
1766,474,Login Issue,High,Pending,2024-06-27
1767,105,Account Access,High,Open,2026-01-01
1768,328,Feature Request,High,Open,2025-09-17
1769,200,Billing,Low,Open,2025-12-23
1770,355,Bug Report,Medium,Resolved,2025-12-15
1771,167,Login Issue,High,Pending,2026-04-28
1772,481,Feature Request,Medium,Pending,2026-02-24
1773,48,Feature Request,Low,Pending,2025-03-03
1774,139,Login Issue,Medium,Pending,2025-09-01
1775,450,Bug Report,Low,Open,2025-07-30
1776,65,Feature Request,Medium,Open,2024-08-01
1777,75,Feature Request,High,Resolved,2024-07-23
1778,216,Login Issue,Medium,Resolved,2026-04-14
1779,480,Login Issue,High,Pending,2024-10-04
1780,284,Account Access,Low,Open,2024-07-16
1781,428,Billing,Medium,Pending,2026-03-09
1782,46,Feature Request,Low,Open,2024-10-01
1783,472,Login Issue,Low,Pending,2026-02-04
1784,278,Account Access,Medium,Resolved,2026-02-25
1785,341,Feature Request,Low,Open,2026-05-03
1786,140,Feature Request,Low,Open,2024-08-06
1787,423,Login Issue,High,Pending,2024-07-25
1788,165,Login Issue,Low,Open,2024-06-12
1789,371,Billing,High,Resolved,2026-03-19
1790,69,Bug Report,High,Pending,2025-02-04
1791,110,Login Issue,Low,Open,2026-03-17
1792,415,Feature Request,Low,Resolved,2025-12-08
1793,85,Billing,High,Pending,2026-01-28
1794,271,Login Issue,Medium,Resolved,2025-09-13
1795,240,Feature Request,High,Pending,2024-11-06
1796,464,Billing,Medium,Resolved,2026-04-19
1797,323,Billing,Medium,Pending,2025-01-13
1798,121,Billing,Medium,Pending,2025-09-19
1799,451,Login Issue,Medium,Resolved,2025-04-05
1800,17,Feature Request,Medium,Resolved,2025-01-07
1801,7,Login Issue,Low,Resolved,2025-09-18
1802,195,Account Access,Low,Resolved,2025-04-21
1803,361,Billing,Medium,Resolved,2024-09-08
1804,217,Account Access,Medium,Pending,2025-05-28
1805,160,Bug Report,Medium,Pending,2025-07-21
1806,122,Account Access,Medium,Pending,2025-03-24
1807,219,Feature Request,Low,Pending,2025-10-15
1808,120,Account Access,High,Resolved,2025-08-12
1809,44,Billing,High,Open,2024-09-25
1810,332,Bug Report,High,Pending,2025-11-16
1811,203,Bug Report,High,Resolved,2024-12-10
1812,56,Feature Request,Low,Open,2026-03-20
1813,224,Feature Request,High,Open,2024-08-19
1814,201,Login Issue,Medium,Resolved,2024-08-22
1815,468,Login Issue,High,Pending,2026-05-18
1816,337,Billing,Medium,Open,2025-10-27
1817,56,Bug Report,Medium,Pending,2025-04-18
1818,4,Billing,Medium,Pending,2025-04-05
1819,27,Feature Request,High,Resolved,2025-06-10
1820,97,Billing,Low,Resolved,2026-02-04
1821,44,Bug Report,High,Open,2024-09-08
1822,43,Bug Report,Medium,Resolved,2024-09-15
1823,15,Account Access,Medium,Open,2024-06-07
1824,275,Bug Report,High,Pending,2024-09-30
1825,449,Bug Report,High,Resolved,2026-05-16
1826,227,Account Access,High,Pending,2025-12-23
1827,169,Login Issue,High,Open,2025-08-16
1828,310,Billing,Medium,Open,2025-10-28
1829,237,Bug Report,Medium,Open,2026-04-24
1830,12,Bug Report,High,Resolved,2024-11-16
1831,296,Login Issue,High,Resolved,2025-06-20
1832,185,Bug Report,Low,Pending,2026-01-05
1833,451,Login Issue,High,Open,2025-12-25
1834,358,Account Access,High,Pending,2025-02-26
1835,451,Login Issue,Low,Resolved,2025-04-25
1836,6,Billing,High,Resolved,2025-08-08
1837,59,Billing,High,Resolved,2024-09-14
1838,342,Feature Request,Medium,Pending,2025-02-26
1839,273,Account Access,Medium,Open,2026-01-01
1840,233,Feature Request,Medium,Resolved,2024-09-29
1841,174,Billing,Low,Open,2025-03-07
1842,62,Account Access,High,Pending,2024-12-30
1843,229,Bug Report,High,Resolved,2026-03-11
1844,87,Login Issue,Medium,Open,2025-06-23
1845,247,Login Issue,Medium,Pending,2025-02-14
1846,111,Login Issue,High,Open,2024-12-18
1847,295,Login Issue,Medium,Pending,2025-05-20
1848,278,Feature Request,Low,Pending,2024-10-21
1849,234,Billing,High,Open,2025-05-06
1850,78,Login Issue,Low,Pending,2025-01-27
1851,240,Account Access,High,Pending,2024-09-07
1852,422,Login Issue,High,Pending,2025-07-05
1853,29,Bug Report,Medium,Open,2025-09-17
1854,92,Feature Request,Medium,Resolved,2024-06-10
1855,20,Bug Report,Medium,Resolved,2025-02-01
1856,444,Bug Report,High,Resolved,2024-11-03
1857,326,Bug Report,Low,Pending,2026-05-16
1858,151,Account Access,High,Resolved,2024-07-07
1859,413,Feature Request,Medium,Pending,2025-09-14
1860,473,Account Access,High,Pending,2026-01-08
1861,66,Account Access,High,Open,2024-06-19
1862,327,Feature Request,Medium,Open,2024-11-12
1863,137,Login Issue,Medium,Pending,2025-07-11
1864,425,Feature Request,High,Open,2025-06-09
1865,314,Login Issue,High,Resolved,2026-03-14
1866,444,Bug Report,High,Pending,2024-12-21
1867,132,Billing,Low,Resolved,2025-02-05
1868,208,Feature Request,High,Open,2025-07-06
1869,321,Bug Report,High,Resolved,2024-07-21
1870,162,Bug Report,High,Resolved,2026-04-18
1871,23,Feature Request,High,Resolved,2024-11-27
1872,68,Account Access,High,Resolved,2025-10-15
1873,452,Billing,Medium,Resolved,2025-09-07
1874,469,Account Access,High,Open,2024-09-26
1875,456,Feature Request,Low,Open,2024-09-13
1876,76,Account Access,High,Pending,2024-11-27
1877,297,Feature Request,Medium,Open,2025-07-01
1878,416,Feature Request,Medium,Resolved,2025-01-06
1879,428,Bug Report,Medium,Open,2025-09-01
1880,227,Bug Report,Medium,Pending,2026-05-23
1881,392,Bug Report,High,Resolved,2024-08-15
1882,111,Login Issue,Low,Resolved,2024-11-17
1883,349,Bug Report,Low,Open,2024-12-02
1884,288,Feature Request,Low,Open,2025-05-07
1885,485,Login Issue,Low,Resolved,2024-08-13
1886,108,Bug Report,High,Resolved,2025-07-27
1887,180,Feature Request,Low,Resolved,2025-05-07
1888,113,Billing,High,Resolved,2026-01-03
1889,276,Feature Request,High,Resolved,2025-09-03
1890,67,Bug Report,Low,Resolved,2024-12-09
1891,303,Account Access,Low,Pending,2024-09-12
1892,253,Bug Report,High,Open,2025-03-02
1893,31,Bug Report,High,Pending,2025-05-23
1894,175,Billing,High,Resolved,2026-01-01
1895,485,Billing,Low,Resolved,2026-05-03
1896,243,Account Access,Medium,Pending,2025-11-04
1897,419,Bug Report,Low,Resolved,2025-08-08
1898,135,Login Issue,High,Open,2024-12-07
1899,322,Billing,Medium,Pending,2024-06-29
1900,204,Account Access,High,Resolved,2025-09-15
1901,465,Billing,Low,Pending,2026-02-14
1902,424,Login Issue,Medium,Resolved,2024-07-15
1903,282,Feature Request,Medium,Pending,2024-10-17
1904,255,Bug Report,Medium,Open,2025-10-20
1905,337,Feature Request,Medium,Open,2024-07-17
1906,435,Login Issue,High,Open,2024-07-09
1907,215,Login Issue,Medium,Open,2026-02-25
1908,350,Bug Report,High,Resolved,2024-06-11
1909,291,Login Issue,High,Open,2024-06-09
1910,4,Account Access,High,Open,2025-10-28
1911,295,Bug Report,Low,Pending,2025-11-10
1912,172,Bug Report,Medium,Open,2025-12-07
1913,376,Feature Request,Medium,Open,2024-10-25
1914,485,Login Issue,Medium,Open,2026-03-31
1915,277,Account Access,Low,Pending,2024-07-15
1916,316,Billing,High,Open,2024-06-08
1917,493,Bug Report,Low,Resolved,2025-08-06
1918,201,Billing,Low,Pending,2025-03-05
1919,156,Account Access,High,Open,2026-05-21
1920,12,Account Access,Low,Resolved,2024-06-10
1921,234,Feature Request,High,Open,2026-02-16
1922,55,Feature Request,Medium,Open,2025-06-05
1923,14,Login Issue,High,Pending,2025-01-29
1924,78,Login Issue,High,Resolved,2025-01-25
1925,347,Bug Report,Medium,Resolved,2025-07-22
1926,191,Billing,High,Open,2025-08-13
1927,273,Account Access,High,Resolved,2026-03-13
1928,135,Billing,Low,Resolved,2025-10-08
1929,313,Account Access,Medium,Open,2024-06-24
1930,20,Feature Request,High,Resolved,2025-09-03
1931,389,Login Issue,Medium,Open,2025-12-20
1932,222,Bug Report,High,Pending,2025-10-25
1933,489,Bug Report,High,Resolved,2026-02-25
1934,167,Account Access,Low,Open,2026-04-29
1935,35,Account Access,Medium,Pending,2025-10-23
1936,248,Account Access,Medium,Open,2026-05-20
1937,3,Bug Report,High,Open,2024-12-06
1938,439,Feature Request,High,Pending,2025-01-13
1939,259,Billing,Low,Open,2025-04-07
1940,58,Bug Report,Low,Pending,2025-05-20
1941,115,Billing,High,Resolved,2024-12-01
1942,164,Feature Request,Medium,Resolved,2024-07-23
1943,44,Login Issue,Medium,Resolved,2025-04-20
1944,53,Billing,High,Pending,2025-05-30
1945,198,Account Access,High,Resolved,2025-04-28
1946,353,Login Issue,Medium,Open,2026-04-17
1947,307,Billing,High,Open,2026-03-04
1948,172,Bug Report,Low,Pending,2026-02-20
1949,119,Login Issue,High,Open,2024-11-06
1950,232,Feature Request,High,Pending,2025-01-11
1951,428,Billing,Low,Pending,2025-02-22
1952,210,Login Issue,Medium,Pending,2025-10-01
1953,95,Bug Report,High,Pending,2025-03-06
1954,72,Account Access,High,Pending,2024-05-26
1955,500,Login Issue,High,Resolved,2025-01-27
1956,438,Billing,High,Pending,2025-08-04
1957,170,Login Issue,Low,Resolved,2025-06-27
1958,72,Login Issue,High,Pending,2025-12-27
1959,229,Feature Request,Low,Pending,2025-01-12
1960,487,Bug Report,Low,Pending,2026-01-05
1961,284,Account Access,Low,Resolved,2024-07-20
1962,451,Bug Report,Low,Open,2026-05-02
1963,318,Bug Report,Medium,Open,2025-08-02
1964,406,Login Issue,Low,Open,2026-01-21
1965,133,Bug Report,Low,Open,2024-08-31
1966,143,Account Access,Medium,Resolved,2025-02-08
1967,11,Billing,Low,Resolved,2024-07-22
1968,494,Account Access,Medium,Resolved,2024-12-30
1969,326,Login Issue,Low,Pending,2025-11-11
1970,343,Bug Report,High,Pending,2024-10-31
1971,281,Bug Report,Medium,Pending,2025-12-08
1972,231,Account Access,Low,Pending,2026-02-12
1973,117,Billing,Medium,Pending,2025-06-18
1974,378,Bug Report,High,Open,2025-12-18
1975,400,Billing,Medium,Open,2025-01-26
1976,37,Login Issue,Low,Pending,2024-10-05
1977,206,Billing,Low,Pending,2026-05-25
1978,109,Feature Request,High,Resolved,2024-07-27
1979,83,Feature Request,Medium,Resolved,2026-01-27
1980,178,Account Access,High,Open,2026-03-08
1981,344,Feature Request,Low,Open,2025-01-14
1982,54,Bug Report,Low,Open,2025-04-21
1983,14,Feature Request,High,Resolved,2025-01-24
1984,200,Feature Request,Medium,Pending,2025-04-11
1985,19,Billing,Low,Resolved,2025-06-05
1986,100,Bug Report,Medium,Pending,2026-02-05
1987,479,Account Access,High,Resolved,2025-09-13
1988,259,Billing,Medium,Open,2025-07-28
1989,452,Login Issue,High,Resolved,2025-07-24
1990,94,Login Issue,Medium,Resolved,2025-07-16
1991,11,Account Access,High,Open,2025-03-09
1992,317,Account Access,High,Pending,2025-03-02
1993,61,Bug Report,Medium,Pending,2024-11-04
1994,379,Bug Report,Medium,Resolved,2024-06-05
1995,391,Billing,High,Resolved,2024-09-23
1996,106,Bug Report,Medium,Pending,2024-10-28
1997,266,Bug Report,High,Open,2025-10-26
1998,106,Billing,Medium,Open,2025-04-18
1999,84,Login Issue,Medium,Resolved,2024-06-13
2000,119,Account Access,High,Resolved,2024-09-07
2001,354,Billing,Low,Resolved,2025-05-18
2002,138,Feature Request,High,Resolved,2024-07-09
2003,447,Bug Report,Low,Open,2025-02-13
2004,125,Billing,Low,Resolved,2026-01-23
2005,68,Billing,Medium,Resolved,2025-05-30
2006,393,Account Access,Low,Resolved,2024-10-30
2007,218,Feature Request,High,Pending,2024-07-28
2008,246,Account Access,High,Open,2026-02-17
2009,86,Login Issue,High,Open,2026-02-15
2010,96,Billing,Medium,Pending,2024-09-27
2011,24,Bug Report,Medium,Open,2025-09-08
2012,264,Billing,Low,Pending,2024-10-12
2013,150,Billing,High,Pending,2025-04-23
2014,77,Billing,Low,Pending,2026-02-09
2015,413,Login Issue,Medium,Open,2025-08-26
2016,390,Billing,Medium,Pending,2024-10-21
2017,232,Account Access,High,Open,2024-09-22
2018,445,Login Issue,Low,Resolved,2025-10-03
2019,187,Bug Report,High,Pending,2024-08-05
2020,195,Login Issue,Low,Pending,2025-09-05
2021,366,Feature Request,High,Open,2025-11-23
2022,154,Account Access,High,Resolved,2024-06-11
2023,326,Billing,High,Pending,2026-01-06
2024,22,Feature Request,High,Open,2025-11-30
2025,319,Account Access,Low,Open,2026-05-24
2026,354,Feature Request,High,Resolved,2024-08-14
2027,73,Login Issue,Medium,Resolved,2026-04-27
2028,228,Login Issue,High,Pending,2026-01-02
2029,331,Bug Report,Medium,Resolved,2025-07-19
2030,124,Billing,Medium,Resolved,2026-05-20
2031,47,Login Issue,Medium,Open,2026-05-18
2032,481,Account Access,High,Open,2025-08-28
2033,91,Login Issue,Medium,Resolved,2025-03-05
2034,448,Feature Request,Medium,Open,2024-05-29
2035,312,Login Issue,High,Pending,2025-06-17
2036,311,Feature Request,Low,Pending,2026-01-17
2037,160,Feature Request,Medium,Pending,2024-12-02
2038,214,Bug Report,High,Open,2024-12-30
2039,321,Login Issue,High,Open,2025-04-01
2040,59,Account Access,High,Open,2025-12-06
2041,417,Login Issue,Low,Pending,2024-08-09
2042,180,Feature Request,Low,Pending,2025-07-31
2043,397,Login Issue,Medium,Open,2024-07-12
2044,252,Billing,High,Open,2025-04-06
2045,492,Bug Report,Medium,Resolved,2025-01-30
2046,129,Bug Report,High,Pending,2025-08-09
2047,283,Account Access,Low,Pending,2025-02-20
2048,333,Bug Report,Low,Pending,2024-07-31
2049,480,Account Access,High,Pending,2024-07-20
2050,453,Bug Report,Low,Pending,2026-04-03
2051,267,Login Issue,Medium,Resolved,2026-02-06
2052,451,Account Access,Medium,Resolved,2025-04-27
2053,66,Feature Request,Low,Open,2025-06-29
2054,155,Bug Report,Low,Resolved,2025-09-30
2055,332,Feature Request,High,Pending,2026-02-22
2056,22,Bug Report,Medium,Resolved,2025-05-23
2057,151,Bug Report,High,Pending,2024-10-15
2058,450,Account Access,Low,Open,2024-07-21
2059,305,Login Issue,Low,Pending,2026-01-09
2060,291,Account Access,Low,Pending,2024-11-18
2061,464,Bug Report,High,Resolved,2025-06-01
2062,116,Account Access,Medium,Open,2025-06-12
2063,361,Login Issue,Medium,Open,2026-02-26
2064,406,Login Issue,Low,Pending,2024-06-11
2065,429,Bug Report,Medium,Pending,2024-07-21
2066,35,Billing,Medium,Pending,2025-07-28
2067,113,Account Access,Low,Open,2026-03-26
2068,452,Billing,Medium,Resolved,2024-09-18
2069,68,Bug Report,High,Pending,2024-07-13
2070,55,Billing,Low,Open,2025-07-23
2071,250,Login Issue,High,Pending,2025-07-20
2072,107,Login Issue,High,Resolved,2024-12-13
2073,206,Bug Report,High,Pending,2025-08-10
2074,401,Billing,High,Pending,2024-10-05
2075,217,Login Issue,Low,Pending,2024-10-05
2076,62,Billing,Medium,Resolved,2024-09-11
2077,487,Bug Report,Medium,Pending,2025-06-13
2078,174,Billing,High,Resolved,2025-12-26
2079,335,Billing,Low,Open,2026-02-18
2080,6,Login Issue,Low,Resolved,2025-03-30
2081,363,Account Access,Medium,Pending,2024-10-06
2082,251,Feature Request,Medium,Pending,2025-01-18
2083,100,Billing,Low,Pending,2024-11-20
2084,345,Login Issue,High,Resolved,2024-06-02
2085,184,Feature Request,Low,Open,2024-08-04
2086,157,Feature Request,Low,Open,2024-07-08
2087,329,Login Issue,High,Pending,2024-10-05
2088,46,Account Access,Medium,Pending,2024-09-21
2089,110,Account Access,Medium,Pending,2025-03-13
2090,377,Account Access,High,Open,2026-05-01
2091,468,Feature Request,High,Resolved,2025-09-23
2092,220,Billing,High,Pending,2024-08-07
2093,325,Feature Request,High,Pending,2024-09-26
2094,370,Account Access,High,Open,2024-06-22
2095,207,Feature Request,Low,Open,2025-10-26
2096,491,Bug Report,Low,Open,2024-12-25
2097,59,Bug Report,High,Open,2024-12-14
2098,198,Feature Request,Medium,Open,2024-06-05
2099,487,Account Access,Medium,Pending,2025-05-22
2100,135,Billing,Medium,Resolved,2025-06-24
2101,138,Feature Request,Medium,Pending,2025-02-05
2102,300,Login Issue,High,Resolved,2025-07-25
2103,10,Feature Request,High,Resolved,2024-12-14
2104,248,Billing,Low,Pending,2025-12-07
2105,216,Account Access,Medium,Resolved,2025-10-12
2106,170,Feature Request,High,Pending,2025-04-09
2107,150,Feature Request,Medium,Pending,2025-09-29
2108,141,Billing,Medium,Resolved,2025-11-02
2109,379,Login Issue,Medium,Open,2024-11-11
2110,481,Account Access,Medium,Pending,2024-06-19
2111,236,Bug Report,Low,Pending,2026-02-18
2112,422,Login Issue,Low,Open,2026-05-20
2113,381,Bug Report,Low,Resolved,2024-06-01
2114,403,Billing,Medium,Resolved,2025-04-20
2115,394,Account Access,Medium,Open,2025-05-18
2116,159,Bug Report,Low,Pending,2025-02-03
2117,138,Billing,Medium,Pending,2026-04-04
2118,475,Account Access,Medium,Open,2025-07-25
2119,219,Feature Request,Medium,Resolved,2024-08-18
2120,315,Account Access,Medium,Open,2025-10-23
2121,370,Login Issue,Low,Resolved,2024-12-25
2122,490,Feature Request,Low,Resolved,2025-10-25
2123,49,Billing,Low,Pending,2025-06-03
2124,109,Billing,High,Pending,2024-06-12
2125,397,Feature Request,Low,Pending,2024-10-16
2126,82,Billing,Low,Open,2024-08-18
2127,271,Login Issue,High,Open,2026-04-10
2128,124,Login Issue,Low,Open,2025-10-10
2129,323,Account Access,High,Open,2024-09-22
2130,337,Login Issue,Low,Resolved,2026-01-04
2131,381,Feature Request,Low,Pending,2025-08-04
2132,287,Account Access,High,Resolved,2025-06-09
2133,60,Billing,High,Resolved,2026-04-30
2134,360,Account Access,Medium,Resolved,2025-09-06
2135,446,Bug Report,High,Open,2025-08-09
2136,416,Bug Report,Medium,Open,2025-11-29
2137,194,Bug Report,Medium,Pending,2025-04-27
2138,135,Account Access,Low,Pending,2025-06-04
2139,34,Account Access,High,Resolved,2025-02-11
2140,357,Account Access,High,Pending,2025-12-01
2141,251,Login Issue,Low,Resolved,2024-10-01
2142,476,Feature Request,Low,Open,2025-08-09
2143,415,Account Access,Low,Open,2025-02-14
2144,28,Account Access,Low,Open,2024-11-22
2145,493,Billing,Low,Open,2025-02-08
2146,432,Bug Report,Low,Resolved,2025-01-08
2147,117,Bug Report,High,Open,2025-03-13
2148,243,Login Issue,High,Resolved,2025-02-22
2149,361,Bug Report,High,Pending,2025-02-17
2150,39,Feature Request,High,Resolved,2024-06-06
2151,495,Bug Report,Low,Open,2024-11-21
2152,116,Billing,Medium,Pending,2025-02-14
2153,386,Account Access,High,Pending,2024-06-11
2154,52,Bug Report,Low,Resolved,2025-03-13
2155,195,Login Issue,High,Resolved,2025-05-27
2156,87,Login Issue,Medium,Open,2025-02-20
2157,415,Account Access,Medium,Resolved,2026-04-15
2158,395,Account Access,High,Resolved,2024-11-22
2159,376,Feature Request,High,Resolved,2024-09-17
2160,76,Billing,High,Open,2024-09-10
2161,275,Account Access,Low,Resolved,2024-11-12
2162,59,Bug Report,Medium,Open,2026-03-25
2163,214,Login Issue,Low,Open,2026-05-22
2164,481,Billing,Medium,Pending,2026-02-28
2165,445,Feature Request,Medium,Pending,2025-06-20
2166,452,Billing,High,Resolved,2025-07-21
2167,442,Feature Request,Medium,Open,2026-01-01
2168,254,Login Issue,Low,Open,2024-07-11
2169,281,Feature Request,Medium,Resolved,2025-09-02
2170,234,Bug Report,Low,Pending,2025-02-03
2171,141,Login Issue,Medium,Open,2025-03-23
2172,481,Account Access,Low,Resolved,2025-11-27
2173,104,Account Access,Medium,Open,2026-03-09
2174,194,Billing,Medium,Resolved,2026-03-14
2175,29,Billing,Medium,Open,2024-07-27
2176,300,Bug Report,Medium,Open,2024-09-27
2177,418,Feature Request,High,Pending,2025-03-30
2178,193,Bug Report,High,Open,2026-03-07
2179,124,Account Access,Low,Pending,2026-02-28
2180,466,Billing,Medium,Resolved,2024-09-19
2181,334,Billing,Low,Pending,2025-07-15
2182,373,Bug Report,High,Resolved,2024-11-06
2183,99,Account Access,Low,Open,2025-03-04
2184,397,Login Issue,Low,Pending,2025-10-13
2185,280,Billing,Medium,Pending,2025-03-16
2186,455,Bug Report,High,Resolved,2024-08-11
